"entity","brand","updated_week_ending_date","forecast_channel","productline","producttype","productvariant","productform","shipment_sales","shipment_units","pos_sales","pos_units"
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",5029.72,862,9280.57,894
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",28033.92,3648,6895.15,579
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Cooling","Stick",47387.04,9024,24224.16,3180
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Night Treatment","Jar",19015.2,4176,23802.41,2670
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","SPF","Stick",1580.16,192,9962.63,521
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Unscented","Stick",11745.96,1772,11737.4,826
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Multiple","Product","Combo","Jar",4212,400,3955.2,240
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Multiple","Product","Combo","Mixed Pack",28324.38,2336,10344.76,462
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Jar",470.16,72,2901.58,242
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Tube",705.24,108,10.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Hand Cream","Working Hands","Night Treatment","Tube",39.15,5,595.8,60
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Jar",4593.24,126,7125.23,582
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",1046.36,140,2513.49,151
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",471.24,132,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Lip Balm","Lip Repair","Cooling","Stick",149.94,42,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Lip Balm","Lip Repair","Unscented","Stick",299.88,84,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",70.2,6,72.95,3
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Tube",64090,13000,28170.82,3560
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"DOLLAR GENERAL","Lip Balm","Lip Repair","Cooling","Stick",36261.12,13632,20683.39,5128
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Jar",1733.1,318,1119.4,113
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",19.02,6,119.36,16
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",57.06,18,882.65,127
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Jar",26.64,6,38.67,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT US","Hand Cream","Working Hands","Night Treatment","Tube",26.3,5,35.32,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT US","Hand Cream","Working Hands","Original","Jar",284.72,44,458.46,7
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT US","Lip Balm","Lip Repair","Cooling","Stick",15.36,6,22.93,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"HOME DEPOT US","Lip Balm","Lip Repair","Unscented","Stick",46.08,18,66.5,3
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"KROGER","Foot Cream","Healthy Feet","Night Treatment","Tube",5056,800,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"KROGER","Foot Cream","Healthy Feet","Original","Jar",494.4,96,2526.71,274
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"KROGER","Hand Cream","Working Hands","Original","Jar",5531.1,1074,14327.1,1559
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"KROGER","Hand Cream","Working Hands","Original","Tube",8755,1700,19210.14,2098
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"KROGER","Lip Balm","Lip Repair","Unscented","Stick",3110.4,1080,6432.2,1246
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Body Cream","Working Hands","Original Lotion","Pump",1045.8,105,NA,114
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Foot Cream","Healthy Feet","Intense Renewal","Tube",722.4,120,706.8,95
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Foot Cream","Healthy Feet","Night Treatment","Tube",722.4,120,640.32,92
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Foot Cream","Healthy Feet","Original","Jar",4441.34,742,3474.39,633
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Foot Cream","Healthy Feet","Original","Tube",739.5,145,588.77,91
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Hand Cream","Working Hands","Intense Renewal","Tube",276,50,NA,141
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Hand Cream","Working Hands","Night Treatment","Tube",1444.8,240,1092.72,157
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Hand Cream","Working Hands","Original","Jar",1289.64,132,10701.38,1840
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Hand Cream","Working Hands","Original","Tube",4440.78,629,2973.14,358
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"MENARDS","Lip Balm","Lip Repair","Cherry","Stick",3054.48,712,NA,515
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Foot Cream","Healthy Feet","Night Treatment","Tube",150.5,25,405,49
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Foot Cream","Healthy Feet","Original","Jar",11234.76,2238,14633,1847
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Foot Cream","Healthy Feet","Original","Tube",24045.8,4790,27752,3546
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Foot Cream","Healthy Feet","Pain Relieving","Tube",58.62,6,13,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",81.6,24,89,20
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Hand Cream","Working Hands","Original","Jar",24339.84,4704,23227,2884
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Hand Cream","Working Hands","Original","Tube",80234.2,14410,70772,7868
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"TARGET","Lip Balm","Lip Repair","Cherry","Stick",5131.36,776,4139,429
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Body Cream","Working Hands","Original Lotion","Pump",18350.25,1707,7355,383
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Foot Cream","Healthy Feet","Original","Jar",4395.18,834,9730,991
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Hand Cream","Working Hands","Night Treatment","Tube",19263.36,3048,10134,1141
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Hand Cream","Working Hands","Original","Jar",30576.54,5802,14758,1886
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Hand Cream","Working Hands","Original","Tube",44895.31,7921,32246,3191
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Hand Cream","Working Hands","Pain Relieving","Tube",317.12,32,4372,233
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Lip Balm","Lip Repair","Cooling","Stick",19077.12,6624,17796,2691
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALGREENS","Lip Balm","Lip Repair","SPF","Stick",13999.2,3684,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",1218.75,170,619.62,46
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Foot Cream","Healthy Feet","Night Treatment","Tube",1338.14,175,1567.1,93
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Foot Cream","Healthy Feet","Original","Jar",3177.52,498,5605.29,440
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Foot Cream","Healthy Feet","Original","Tube",1914.17,300,2093.2,161
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",1762.08,408,1261.28,129
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Hand Cream","Working Hands","Night Treatment","Tube",4916.76,825,4874.38,349
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Hand Cream","Working Hands","Original","Jar",18048.92,2770,16352.54,1249
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Hand Cream","Working Hands","Original","Tube",16845.19,3963,13866.62,1412
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Lip Balm","Lip Repair","Aloe","Stick",2121.21,690,1919.5,275
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Lip Balm","Lip Repair","Cherry","Stick",1457.07,474,1472.78,211
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Lip Balm","Lip Repair","Cooling","Stick",3615.05,1176,4700.16,612
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART CA","Multiple","Product","Combo","Mixed Pack",128241.84,11284,2641.04,133
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Body Cream","Working Hands","Original Lotion","Pump",4881.57,543,48542.56,3243
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Foot Cream","Healthy Feet","Night Treatment","Tube",8666.4,1570,21607.51,2417
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Foot Cream","Healthy Feet","Original","Jar",26665.44,5826,85872.85,10832
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Foot Cream","Healthy Feet","Original","Tube",11149.2,2445,38550.76,4845
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Foot Cream","Healthy Feet","Pain Relieving","Tube",1838.19,213,4971.64,350
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Hand Cream","Working Hands","Night Treatment","Tube",38722.8,7015,54626.22,6087
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Hand Cream","Working Hands","Original","Jar",151555.68,30972,148382.88,15226
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Hand Cream","Working Hands","Original","Tube",169190.84,34464,169058.62,17573
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Lip Balm","Lip Repair","Combo","Stick",727.68,96,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"WALMART US","Lip Balm","Lip Repair","Cooling","Stick",21519.84,5136,52722.34,8108
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Body Cream","Working Hands","Original Lotion","Pump",53.76,6,15.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",379.6,65,95.4,8
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Jar",19742.28,3732,4635.22,416
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Tube",9495.55,1795,2617.34,235
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Foot Cream","Healthy Feet","Pain Relieving","Tube",246.72,24,55.97,3
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Hand Cream","Working Hands","Night Treatment","Tube",2744.8,470,491.83,42
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Hand Cream","Working Hands","Original","Jar",67224.84,11652,11977.46,1031
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Hand Cream","Working Hands","Original","Tube",56717.98,11638,10053.59,951
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Lip Balm","Lip Repair","Cooling","Stick",8907.12,3204,2119.97,382
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Lip Balm","Lip Repair","Night Treatment","Jar",390.5,110,102.56,14
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",4217.4,1188,1215.56,186
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"ACE HARDWARE","Lip Balm","Lip Repair","Unscented","Stick",12510,4500,3035.03,548
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Body Cream","Skin Repair","Eczema Relief","Tube",1100.32,92,1113.03,52
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",95.85,15,419.72,28
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Foot Cream","Healthy Feet","Night Treatment","Tube",761.2,110,1670.8,98
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Foot Cream","Healthy Feet","Original","Jar",2090.24,368,8321.19,734
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Foot Cream","Healthy Feet","Original","Tube",1431.36,252,1608.05,114
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Foot Mask","Healthy Feet","Sock","Pouch",985.6,320,488.53,49
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",1878.68,187,4472.89,324
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Hand Cream","Working Hands","Original","Jar",16161.6,1680,9126.7,641
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Hand Cream","Working Hands","Original","Tube",37198.08,5664,8152.62,700
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Lip Balm","Lip Repair","Aloe","Stick",1176.12,396,1298.04,174
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Lip Balm","Lip Repair","Cherry","Stick",392.04,132,36.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Lip Balm","Lip Repair","Cooling","Stick",3558.3,630,5921.67,502
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Lip Balm","Lip Repair","Unscented","Stick",926.64,312,870.91,109
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON CA","Multiple","Product","Combo","Mixed Pack",3230.64,252,43.4,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Body Cream","Skin Repair","Original","Pump",37205,3290,17058.95,805
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Body Cream","Working Hands","Original Lotion","Pump",85094.64,7284,18823.77,1095
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",29723.05,5705,10552.74,900
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",62475.84,4896,9311.05,440
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Original","Jar",160128.24,18588,64966.18,5269
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Original","Tube",29320.1,3738,14098.2,1297
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Original Balm","Stick",11200,1120,2546.91,184
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Cream","Healthy Feet","Pain Relieving","Tube",1165.71,117,555.65,39
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Foot Mask","Healthy Feet","Sock","Pouch",9815.04,864,1724.14,81
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Product","Combo","Tube",39329.28,3456,9473.07,521
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Combo","Tube",87552,4032,5903.82,174
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Intense Renewal","Tube",42500.88,6457,8506.96,778
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Night Treatment","Tube",76120.8,5520,24288.08,1142
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Original","Jar",519387.52,68572,88072.98,6984
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Original","Tube",508899.09,54771,71489.97,4605
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Hand Cream","Working Hands","Pain Relieving","Tube",165.6,16,245.31,15
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",32707.46,5212,8333.2,814
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",18542.88,2352,5802.8,487
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Cooling","Stick",79276.32,14112,22650.42,2974
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Night Treatment","Jar",35093.64,8412,20430.53,2298
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","SPF","Stick",11456.16,1392,7144.98,418
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Unscented","Stick",36989.28,5264,12684.65,902
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Multiple","Product","Combo","Jar",13689,1300,3235.1,196
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Multiple","Product","Combo","Mixed Pack",46992.84,3892,9712.08,412
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Jar",587.7,90,3033.47,253
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Tube",705.24,108,8.98,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Hand Cream","Working Hands","Night Treatment","Tube",78.3,10,411.09,39
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Jar",1667.7,95,8323.56,683
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",1544.2,196,4164.86,254
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",449.82,126,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Lip Balm","Lip Repair","Combo","Mixed Pack",449.05,7,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Lip Balm","Lip Repair","Cooling","Stick",385.56,108,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"CANADIAN TIRE","Lip Balm","Lip Repair","Unscented","Stick",1437.52,544,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Jar",26.64,6,42.97,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Hand Cream","Working Hands","Night Treatment","Tube",157.8,30,274.75,7
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Hand Cream","Working Hands","Original","Jar",3630.32,524,5438.72,64
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Hand Cream","Working Hands","Original","Tube",54.5,10,81.34,2
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Lip Balm","Lip Repair","Cooling","Stick",15.36,6,22.93,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Lip Balm","Lip Repair","Unscented","Stick",61.44,24,89.43,4
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"KROGER","Foot Cream","Healthy Feet","Night Treatment","Tube",3886.8,615,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"KROGER","Foot Cream","Healthy Feet","Original","Jar",1637.7,318,2173.24,236
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"KROGER","Hand Cream","Working Hands","Original","Jar",12267.3,2382,14072.12,1518
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"KROGER","Hand Cream","Working Hands","Original","Tube",23097.75,4485,18819.2,2048
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"KROGER","Lip Balm","Lip Repair","Unscented","Stick",3006.72,1044,5980.54,1158
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Body Cream","Working Hands","Original Lotion","Pump",2061.72,207,NA,110
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Foot Cream","Healthy Feet","Intense Renewal","Tube",933.1,155,602.64,81
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Foot Cream","Healthy Feet","Night Treatment","Tube",1113.7,185,626.4,90
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Foot Cream","Healthy Feet","Original","Jar",9350.36,1468,3972.58,690
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Foot Cream","Healthy Feet","Original","Tube",790.5,155,769.93,119
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Hand Cream","Working Hands","Intense Renewal","Tube",1131.6,205,NA,128
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Hand Cream","Working Hands","Night Treatment","Tube",2167.2,360,974.4,140
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Hand Cream","Working Hands","Original","Jar",4728.68,484,11710.7,1971
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Hand Cream","Working Hands","Original","Tube",11784.64,1732,3504.81,447
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Lip Balm","Lip Repair","Cherry","Stick",6383.52,1488,NA,519
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Multiple","Product","Combo","Multipack",80872.32,14016,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Foot Cream","Healthy Feet","Night Treatment","Tube",331.1,55,332,38
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Foot Cream","Healthy Feet","Original","Jar",7740.84,1542,13680,1716
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Foot Cream","Healthy Feet","Original","Tube",21661.3,4315,25481,3219
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Foot Cream","Healthy Feet","Pain Relieving","Tube",58.62,6,100,7
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",299.2,88,116,15
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Hand Cream","Working Hands","Original","Jar",30265.12,5800,22408,2745
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Hand Cream","Working Hands","Original","Tube",91045.2,16252,69486,7717
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Lip Balm","Lip Repair","Cherry","Stick",6143.48,922,3900,399
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Body Cream","Working Hands","Original Lotion","Pump",9513.75,885,7198,367
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Foot Cream","Healthy Feet","Original","Jar",11825.88,2244,8083,818
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Hand Cream","Working Hands","Night Treatment","Tube",18049.92,2856,9291,1028
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Hand Cream","Working Hands","Original","Jar",50022.84,9492,13571,1713
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Hand Cream","Working Hands","Original","Tube",42782.23,7225,29763,2897
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Hand Cream","Working Hands","Pain Relieving","Tube",6659.52,672,4154,220
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Lip Balm","Lip Repair","Cooling","Stick",23777.28,8256,15269,2274
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALGREENS","Lip Balm","Lip Repair","SPF","Stick",10624.8,2796,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",427.88,60,660.03,49
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Foot Cream","Healthy Feet","Night Treatment","Tube",1483.26,195,2002.9,119
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Foot Cream","Healthy Feet","Original","Jar",2894.43,456,5838.8,457
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Foot Cream","Healthy Feet","Original","Tube",1447.22,228,2283.21,174
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",927.94,216,1370.89,138
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Hand Cream","Working Hands","Night Treatment","Tube",3108.02,525,5623.02,404
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Hand Cream","Working Hands","Original","Jar",15055.95,2104,18000.22,1402
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Hand Cream","Working Hands","Original","Tube",11646.53,2842,15772.57,1584
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Lip Balm","Lip Repair","Aloe","Stick",1135.87,372,2401.12,344
